"Last updated September 19, 2017", , , , , 
Tevin Mitchel,Mitchel sustained an abdominal injury and is on injured reserve.,Abdominal,I-R,IND,CB
Darryl Morris,Morris is on injured reserve with an unspecified injury.,Undisclosed,I-R,IND,CB
Ryan Kelly,Kelly will have surgery to repair a bone defect in his foot and is expected to miss six-to-eight weeks.,Foot,out,IND,C
Mike Iupati,Iupati sat out the previous game with a triceps injury and it is unclear if he will play against the Cowboys on Monday.,Tricep,questionable,ARI,G
Jermaine Gresham,Gresham missed the last game with injured ribs and it is uncertain if he will suit up against the Cowboys on Monday.,Ribs,questionable,ARI,TE
John Brown,Brown missed the last game with an injured quadriceps and is not expected to play in Monday's contest against the Cowboys.,Quadricep,doubtful,ARI,WR
D.J. Humphries,Humphries sustained a sprained right knee and his availability against the Cowboys on Monday is in question.,Knee,questionable,ARI,T
Deone Bucannon,Bucannon has been held out of the past two games while recovering from offseason ankle surgery and it is undetermined if he will make his season debut against the Cowboys on Monday.,Ankle,questionable,ARI,LB
Jaron Brown,Brown hyperextended his left knee in the last game and it is undetermined if it will prevent him from suiting up against the Cowboys on Monday.,Knee,questionable,ARI,WR
David Johnson,"Johnson is on injured reserve with a dislocated left wrist. Although he is eligible to return against the Seahawks on November 9, team officials are hoping he returns by Christmas Eve when the team takes on the Giants.",Wrist,I-R,ARI,RB
T.J. Logan,Logan has surgery for a dislocated his wrist and is on the injured reserve list. It is uncertain if he will be activated against the 49ers in Week 9.,Wrist,I-R,ARI,RB
Ronald Zamort,Zamort has landed on injured reserve due to a torn ACL.,Knee,I-R,ARI,CB
Orlando Scandrick,Scandrick had surgery to to repair a fractured bone in his hand and his status for Monday's game against the Cardinals is up in the air.,Hand,questionable,DAL,CB
Nolan Carroll,Carroll left the last game due to a concussion and it is unclear if he will play Monday against the Cardinals.,Concussion,questionable,DAL,CB
Dak Prescott,Prescott is expected to play against the Cardinals on Monday despite sustaining an ankle injury in the last game.,Ankle,probable,DAL,QB
Chidobe Awuzie,Awuzie exited the previous game due to a hamstring injury and it is undetermined if he will play against the Cardinals on Monday.,Hamstring,questionable,DAL,CB
Connor Hamlett,Hamlett has been placed on injured reserve with a broken fibula and his status for Week 9 against the Chiefs is unknown.,Calf,I-R,DAL,TE
Rico Gathers,Gathers is battling a concussion and is on injured reserve. His status for Week 9 against the Chiefs is clouded.,Concussion,I-R,DAL,TE
Duke Thomas,Thomas has been placed on the injured reserve list with a knee injury.,Knee,I-R,DAL,CB
David Irving,Irving has been issued a four-game suspension for violating the league's policy on performance-enhancing drugs and will not be eligible to play until Week 5 against the Packers.,Suspension,out,DAL,DL
Anthony Hitchens,Hitchens had surgery to repair a tibial plateau fracture in his right knee and is expected to miss eight weeks.,Knee,out,DAL,LB
Zac Dysert,Dysert is on injured reserve due to surgery to repair a herniated disc in his back.,Back,I-R,DAL,QB
Randy Gregory,Gregory is serving a year-long suspension for violations of the league's substance abuse policy.,Suspension,out,DAL,DE
Brendan Langley,Langley sat out the last game due to a knee injury and his availability against the Bills on Sunday is in question.,Knee,questionable,DEN,CB
Devontae Booker,Booker is recovering from a hairline fracture in his right wrist and his status for Sunday's game against the Bills is clouded.,Wrist,questionable,DEN,RB
Zach Kerr,Kerr has been sidelined with a knee contusion and it is undetermined if he will make his season debut against the Bills on Sunday.,Knee,questionable,DEN,DE
Jeff Heuerman,Heuerman is bothered by a shoulder injury and it is unknown if it will prevent him from suiting up against the Bills on Sunday.,Shoulder,questionable,DEN,TE
Bennie Fowler,Fowler III left the last game due to a concussion and his status against the Bills on Sunday is uncertain.,Concussion,questionable,DEN,WR
Garett Bolles,Bolles suffered a left lower-leg bone bruise is expected to miss multiple weeks as a result.,Ankle,out,DEN,T
Jared Crick,Crick is on injured reserve due to a back injury.,Back,I-R,DEN,DE
Shane Ray,Ray suffered a torn ligament in his left wrist and is on the injured reserve list. It is unknown if he will be activated during Week 8 against the Chiefs.,Wrist,I-R,DEN,LB
Jake Butt,Butt has been placed on the Injured Reserve/Non-Football Injury list as he is recovering from offseason surgery to repair a right ACL tear. It is undecided if he will be activated October 30 against the Chiefs.,Knee,I-R,DEN,TE
Chad Kelly,Kelly is on the Injured Reserve/Non-Football Injury list while he recovers from a wrist injury and it is unknown if he will return October 30 against the Chiefs.,Wrist,I-R,DEN,QB
Carlos Henderson,Henderson is on injured reserve due to a torn left thumb ligament.,Thumb,I-R,DEN,WR
Paxton Lynch,Lynch is dealing with a right shoulder sprain and is expected to miss the first two-to-four games of the regular season.,Shoulder,out,DEN,QB
Billy Winn,Winn has been placed on the injured reserve due to a torn ACL.,Knee,I-R,DEN,DE
Zach Zenner,Zenner has missed two games due to a back injury and his status for Sunday's matchup against the Falcons has yet to be determined.,Back,questionable,DET,RB
Dwayne Washington,Washington left the previous game due to a quadriceps injury and his status against the Falcons on Sunday is uncertain.,Quadricep,questionable,DET,RB
Jarrad Davis,Davis suffered a concussion in the previous contest and his availability against the Falcons on Sunday is in question.,Concussion,questionable,DET,LB
Tavon Wilson,Wilson exited the last game with a shoulder injury and it is uncertain if he will suit up against the Falcons on Sunday.,Shoulder,questionable,DET,S
Corey Robinson,Robinson has landed on the injured reserve list with a foot injury and it is uncertain if he will be activated November 12 against the Browns.,Foot,I-R,DET,T
Kasey Redfern,Redfern has been designated for injured reserve as he tore his ACL and MCL and also partially tore the patellar tendon in his knee.,Knee,I-R,DET,P
Sam Martin,Martin has landed on the Injured Reserve/Non-Football Injury list with an ankle injury and it is unknown if he will return October 29 against the Steelers.,Ankle,I-R,DET,P
Khyri Thornton,Thornton has been issued a six-game suspension by the NFL for violating the league's substance-abuse policy but is expected to be available October 29th against the Steelers.,Suspension,out,DET,DT
Taylor Decker,Decker has landed on the PUP list as he underwent surgery to repair a torn labrum in his shoulder and is expected to miss four-to-six months.,Shoulder,I-R,DET,T
Jordan Hill,Hill has been designated for the injured reserve list due to a biceps injury.,Bicep,I-R,DET,DT
Brandon Copeland,Copeland sustained a torn pectoral muscle and is on the injured reserve list.,Pectoral,I-R,DET,LB
Kerry Hyder,Hyder will have surgery to repair a torn Achilles and is on the injured reserve list.,Achilles,I-R,DET,DE
Mike James,James is on the injured reserve list with a concussion.,Concussion,I-R,DET,RB
Des Lawrence,Lawrence is on injured reserve with an injury to an unannounced location.,Undisclosed,I-R,DET,CB
Armonty Bryant,Bryant has been issued a four-game suspension for violating the league's policy on performance-enhancing drugs but is expected to be available against the Bears on October 8.,Suspension,out,DET,DE
Brandon Chubb,Chubb is on injured reserve due to a knee injury.,Knee,I-R,DET,LB
Ahmad Brooks,Brooks sat out the last game due to a concussion and will need to pass protocol in order to play in Sunday's matchup against the Bengals.,Concussion,questionable,GNB,LB
David Bakhtiari,Bakhtiari missed the last game due to an injured hamstring and his status for Sunday's matchup against the Bengals is unknown.,Hamstring,questionable,GNB,T
Jason Spriggs,Spriggs was held out of the previous game with an injured hamstring and it is undecided if he will suit up against the Bengals on Sunday.,Hamstring,questionable,GNB,T
Mike Daniels,Daniels departed the previous game due to a hamstring injury and his status against the Bengals on Sunday has yet to be announced.,Hamstring,questionable,GNB,DT
Bryan Bulaga,Bulaga sat out his second-straight game due to a sprained ankle and is also dealing with a flu bug. It is unclear if he will be available against the Bengals on Sunday.,Ankle,questionable,GNB,T
Kentrell Brice,Brice left the last game due to a groin injury and it is unclear if he will play in Sunday's contest against the Bengals.,Groin,questionable,GNB,S
Montravius Adams,Adams is recuperating from a stress fracture in his foot and it is unclear if he will make his season against the Bengals on Sunday.,Foot,questionable,GNB,DT
Jordy Nelson,Nelson exited the previous game due to a quadriceps strain and his status is murky for Sunday's tilt against the Bengals.,Quadricep,questionable,GNB,WR
Jahri Evans,Evans is hampered by a groin injury and it is uncertain if it will prevent him from playing against the Bengals on Sunday.,Groin,questionable,GNB,G
Randall Cobb,Cobb was forced from the previous game due to a shoulder injury and it is uncertain if it will prevent him from playing against the Bengals on Sunday.,Shoulder,questionable,GNB,WR
Don Barclay,Barclay has been designated for the Injured Reserve/Designated for Return list due to a foot injury and it is unknown if he will be activated October 22 against the Saints.,Foot,I-R,GNB,T
Vince Biegel,Biegel is on the PUP list while recuperating from surgery to repair a Jones fracture in his foot and it is undetermined if he will be activated October 22 against the Saints.,Ankle,I-R,GNB,LB
Demetri Goodson,Goodson is on the PUP list while he recuperates from ACL surgery and his status for Week 7 against the Saints is up in the air.,Knee,I-R,GNB,CB
Herb Waters,Waters is on injured reserve with a shoulder injury.,Shoulder,I-R,GNB,CB
Alfred Blue,Blue has been held out of the past two games due to an ankle injury and his availability against the Patriots on Sunday is in question.,Ankle,questionable,HOU,RB
Jeff Allen,Allen was absent from the lineup during the previous game due to an ankle injury and his status against the Patriots on Sunday is unknown.,Ankle,questionable,HOU,G
J.J. Watt,"Watt aggravated a dislocated left ring finger in the last game, leaving his status unclear against the Patriots on Sunday.",Finger,questionable,HOU,DE
Johnathan Joseph,Joseph exited the last game with a right shoulder injury and it is undecided if he will play on Sunday against the Patriots.,Shoulder,questionable,HOU,CB
Ryan Griffin,Griffin missed the last game with a concussion and it is unclear if he will play Sunday against the Patriots.,Concussion,questionable,HOU,TE
Will Fuller,Fuller broke his collarbone in training camp and it is undetermined if he will make his season debut against the Patriots on Sunday.,Collarbone,questionable,HOU,WR
Bruce Ellington,Ellington was held out the last game due to a concussion and it is unclear if he will suit up against the Patriots on Sunday.,Concussion,questionable,HOU,WR
Stephen Anderson,Anderson missed the previous game due to a concussion and his availability against the Patriots on Sunday is uncertain.,Concussion,questionable,HOU,TE
Kevin Johnson,Johnson sustained a Grade 2 MCL sprain in his left knee and will likely need four-to-six weeks to heal.,Knee,out,HOU,CB
Brian Cushing,Cushing is dealing with a concussion and has been suspended 10 games by the NFL for violating the league's PED policy. He is not eligible to return until December 3 against the Titans.,Suspension,out,HOU,LB
C.J. Fiedorowicz,Fiedorowicz has landed on the injured reserve list with a concussion and will be eligible to be activated November 12 against the Rams.,Concussion,I-R,HOU,TE
Derek Newton,Newton has been placed on the Injured-Reserve/PUP list while recovering from tears to both of his patellar tendons and will not play in the 2017 season.,Knee,I-R,HOU,T
Duane Brown,Brown has been placed on the reserve/did not report list because he is holding out for a new contract. It is unclear at what point his contract situation will be resolved.,Holdout,out,HOU,T
Deante Gray,Gray is on injured reserve due to a torn ACL.,Knee,I-R,HOU,WR
Lerentee McCray,McCray has a knee injury and it is unclear if he will play Sunday against the Ravens.,Knee,questionable,JAX,LB
T.J. Yeldon,Yeldon has missed the last two games due to a hamstring injury and it is undetermined if he will be ready for Sunday's contest against the Ravens.,Hamstring,questionable,JAX,RB
Malik Jackson,Jackson is dealing with a groin injury and it is unknown if he will play against the Ravens on Sunday.,Groin,questionable,JAX,DL
Michael Bennett,Bennett has been placed on injured reserve due to a pectoral injury.,Pectoral,I-R,JAX,DT
Calvin Pryor,Pryor III is on the injured reserve list with an ankle injury and it is uncertain if he will be activated November 26 against the Cardinals.,Ankle,I-R,JAX,DB
Allen Robinson,Robinson suffered a non-contact torn ACL in his left knee and is on the injured reserve list.,Knee,I-R,JAX,WR
Dede Westbrook,Westbrook has a core muscle injury and has been placed on injured reserve. The earliest he can be activate if designated for return is November 12 against the Chargers.,Abdominal,I-R,JAX,WR
Mychal Rivera,Rivera has landed on injured reserve due to a wrist injury.,Wrist,I-R,JAX,TE
Rashad Greene,Greene Sr. is on the injured reserve list with an unknown ailment.,Undisclosed,I-R,JAX,WR
Parker Ehinger,Ehinger sat out the previous two games due to a knee injury and it is unclear if he will be ready to play against the Chargers on Sunday.,Knee,questionable,KAN,OL
Reggie Ragland,Ragland has not played in the previous two games and his status Sunday against the Chargers is unknown.,Knee,questionable,KAN,LB
Cameron Erving,Erving was held out of the previous two games with an injury to his calf and his availability against the Chargers on Sunday has yet to be determined.,Calf,questionable,KAN,OL
Mitch Morse,Morse has a foot sprain and there is no timetable for return.,Foot,out,KAN,OL
Eric Berry,Berry is on the injured reserve list with a ruptured left Achilles tendon.,Achilles,I-R,KAN,DB
Steven Nelson,Nelson has been placed on the injured reserve/designated to return list due to core muscle surgery and it is unknown if he will be activated against the Broncos during Week 9.,Abdominal,I-R,KAN,DB
Spencer Ware,Ware had season-ending surgery for a torn PCL and LCL in his right knee. He is on the injured reserve list as a result.,Knee,I-R,KAN,RB
Dadi Nicolas,Nicolas has landed on the PUP list with a knee injury and it is unknown if he will be activated against the Raiders on October 19.,Knee,I-R,KAN,LB
Ashton Lampkin,Lampkin has been designated for the injured reserve list due to a torn ACL.,Knee,I-R,KAN,DB
Tamba Hali,Hali has been placed on the PUP list with a knee injury and it is uncertain if he will return October 19 against the Raiders.,Knee,I-R,KAN,LB
Lawrence Timmons,Timmons has been suspended by the team for an undetermined amount of time for violating team rules.,Suspension,out,MIA,LB
Rey Maualuga,Maualuga was held out of the previous game due to a hamstring strain and it is unknown if he will be available against the Jets on Sunday.,Hamstring,questionable,MIA,LB
Ted Larsen,Larsen tore his biceps and is on injured reserve.,Bicep,I-R,MIA,C
Tony Lippett,Lippett has been designated for injured reserve due to a torn Achilles.,Achilles,I-R,MIA,CB
Rashawn Scott,Scott has been designated for the PUP list due to a foot injury and it is uncertain if he will be activated October 22 against the Jets.,Foot,I-R,MIA,WR
Raekwon McMillan,McMillan tore his ACL and is on the injured reserve list.,Knee,I-R,MIA,LB
T.J. McDonald,McDonald has been handed an eight-game suspension for violating the league's substance abuse policy but is expected to make his season debut November 5th against the Raiders.,Suspension,out,MIA,S
Koa Misi,Misi has landed on injured reserve with a neck injury.,Neck,I-R,MIA,LB
Isaiah Ford,Ford has been placed on the injured reserve with a knee injury.,Knee,I-R,MIA,WR
Ryan Tannehill,Tannehill suffered a partially torn ACL in his right knee and is on the injured reserve list.,Knee,I-R,MIA,QB
Lamin Barrow,Barrow has been placed on the injured reserve list with a foot injury.,Foot,I-R,MIA,LB
Tramaine Brock,Brock has been held out of the previous two games with a groin injury and it is uncertain if he will be active for Sunday's tilt against the Buccaneers.,Groin,questionable,MIN,DB
Sam Bradford,Bradford was held out of the previous game due to a bone bruise in his right knee but is likely to play against the Buccaneers on Sunday.,Knee,probable,MIN,QB
Danny Isidora,Isidora sat out his second-straight game due to a knee injury and it is unknown if he will play against the Buccaneers on Sunday.,Knee,questionable,MIN,G
Sharrif Floyd,Floyd has landed on the Injured Reserve/Non-Football Injury list as he is recuperating from meniscus surgery that took place last season and team officials are concerned that it could be career-threatening as he is experiencing complications in his recove,Knee,I-R,MIN,DT
Teddy Bridgewater,Bridgewater is on the PUP list while recovering from a dislocated knee and torn ACL and will miss the first six weeks of the 2017 season.,Knee,I-R,MIN,QB
Michael Floyd,Floyd has been suspended four games for violating the league's policy on performance-enhancing drugs. He will be eligible to join the team against the Bears in Week 5.,Suspension,out,MIN,WR
Bishop Sankey,Sankey has been placed on the injured reserve list with a knee injury.,Knee,I-R,MIN,RB
Mitchell Loewen,Loewen is not expected to play Sunday against the Panthers due to an ankle injury.,Ankle,doubtful,NOR,DE
Marshon Lattimore,Lattimore has a concussion and it is undetermined if he will clear protocol in time for Sunday's game against the Panthers.,Concussion,questionable,NOR,CB
Terron Armstead,Armstead has been absent from the lineup during the last two games while recovering from surgery to repair a torn labrum and his availability against the Panthers on Sunday is in question.,Shoulder,questionable,NOR,T
Sterling Moore,"Moore has a pectoral injury, leaving his status against the Patriots on Sunday up in the air.",Pectoral,questionable,NOR,CB
Trey Hendrickson,Hendrickson left the last game with a leg injury and it is unclear if he will take part in Sunday's contest against the Panthers.,Leg,questionable,NOR,DE
Stephone Anthony,Anthony was held out of the past two games with a high-ankle sprain and it is unknown if he will suit up against the Panthers on Sunday.,Ankle,questionable,NOR,LB
Jon Dorenbos,Dorenbos underwent heart surgery to repair an aortic aneuysm and is on the Injured Reserve/Non-Football Injury list.,Heart,I-R,NOR,LS
Zach Strief,Strief suffered a sprained MCL in his left knee and is expected to miss two-to-three weeks.,Knee,out,NOR,T
Delvin Breaux,Breaux is on the injured reserve list with a fractured fibula in his left leg and it is uncertain if he will return Week 9 against the Buccaneers.,Leg,I-R,NOR,CB
Willie Snead,Snead IV has been issued a three-game suspension for violating the league's policy on substance of abuse but is expected to return October 1 against the Dolphins.,Suspension,out,NOR,WR
Corey Fuller,Fuller has been placed on the injured reserve with an undisclosed injury.,Undisclosed,I-R,NOR,WR
Nick Fairley,Fairley has been placed on the Injured Reserve/Non-Football Illness list due to a heart condition.,Heart,I-R,NOR,DT
Dan Arnold,Arnold is on the injured reserve list with an unspecified ailment.,Undisclosed,I-R,NOR,WR
Clay Harbor,Harbor is on injured reserve with an unspecified injury.,Undisclosed,I-R,NOR,TE
Demarcus Lawrence,Lawrence has landed on the Injured Reserve/Non-Football Injury list while he recuperates from a previous ACL surgery.,Knee,I-R,NOR,DE
Martin Wallace,Wallace has been designated for injured reserve with an unspecified injury.,Undisclosed,I-R,NOR,T
Matt Slater,Slater has been held out of the past two games due to a hamstring injury and his status for Sunday's matchup against the Texans has yet to be determined.,Hamstring,questionable,NWE,WR
Dont'a Hightower,Hightower sat out the previous game due to an MCL sprain in his right knee and it is unknown if the injury will impede his availability against the Texans on Sunday.,Knee,questionable,NWE,LB
Nate Ebner,Ebner has been absent from the lineup during the last two games due to an injured shoulder and his availability against the Texans on Sunday is in question.,Shoulder,questionable,NWE,DB
Vincent Valentine,Valentine has sat out the previous two games with a knee injury and it is uncertain if he will be active against the Texans on Sunday.,Knee,questionable,NWE,DT
Danny Amendola,Amendola has been held out of the past two game with a concussion and a knee injury. His status Sunday against the Texans is clouded.,Concussion,questionable,NWE,WR
Eric Rowe,"Rowe suffered a groin injury during the last game, leaving his availability against the Texans on Sunday in question.",Groin,questionable,NWE,DB
Chris Hogan,Hogan is expected to play against the Texans on Sunday despite a knee injury.,Knee,probable,NWE,WR
Rob Gronkowski,Gronkowski exited the previous game with a groin injury and his status for Sunday's matchup against the Texans is uncertain.,Groin,questionable,NWE,TE
Phillip Dorsett,Dorsett was forced from the last game due to a knee injury and his availability against the Texans on Sunday is up in the air.,Knee,questionable,NWE,QB
Rex Burkhead,Burkhead will likely take the field against the Texans on Sunday despite being removed from the last game due to injured ribs.,Ribs,probable,NWE,RB
Malcolm Mitchell,Mitchell is hampered by a knee injury and is on the injured reserve list. It is undetermined if he will be activated Week 10 against the Broncos.,Knee,I-R,NWE,WR
Shea McClellin,McClellin has been placed on the injured reserve list with an unspecified injury.,Undisclosed,I-R,NWE,LB
Andrew Jelks,Jelks has landed on the Injured Reserve/Non-Football Injury list due to a knee injury and it is uncertain if he will be activated October 22 against the Falcons.,Knee,I-R,NWE,OL
